GEOID,total_2023,white_2023,black_2023,asian_2023,hispanic_2023,total_2013,white_2013,black_2013,asian_2013,hispanic_2013,geometry,pct_change_white,pct_change_black,pct_change_asian,pct_change_hispanic
36047093600,1565,10,1461,58,14,2050,8,1907,92,14,"list(list(c(-73.922849, -73.920773, -73.920581, -73.920467, -73.919976, -73.921916, -73.922117, -73.92305, -73.923249, -73.922312, -73.922519, -73.923585, -73.922849, 40.652463, 40.652554, 40.650707, 40.649654, 40.64503, 40.644909, 40.646796, 40.646739, 40.648599, 40.648658, 40.650587, 40.65052, 40.652463)))",25,-23.387519664394336,-36.95652173913044,0
36047094402,3122,97,2717,0,302,2798,121,2335,20,287,"list(list(c(-73.922832, -73.921017, -73.920119, -73.919172, -73.918852, -73.920683, -73.922587, -73.922832, 40.635543, 40.636528, 40.636988, 40.63747, 40.634483, 40.63333, 40.633209, 40.635543)))",-19.834710743801654,16.359743040685224,-100,5.2264808362369335
36047098200,4124,0,2894,0,1095,4038,23,2872,0,1126,"list(list(c(-73.897943, -73.895861, -73.89761, -73.893547, -73.891366, -73.889994, -73.891252, -73.892551, -73.894679, -73.895418, -73.896162, -73.897832, -73.896345, -73.897943, 40.650515, 40.651881, 40.653454, 40.655202, 40.652365, 40.651138, 40.650026, 40.648911, 40.64753, 40.647049, 40.646571, 40.64807, 40.649027, 40.650515)))",-100,0.766016713091922,0,-2.753108348134991
36047099000,1484,7,1266,67,90,1479,56,1213,180,0,"list(list(c(-73.898828, -73.897011, -73.895191, -73.8983, -73.901933, -73.898828, 40.642005, 40.640374, 40.638742, 40.636736, 40.640001, 40.642005)))",-87.5,4.369332234130256,-62.77777777777778,0
36047101200,2176,48,1682,136,42,2211,126,1721,181,99,"list(list(c(-73.897011, -73.893961, -73.892141, -73.890328, -73.893375, -73.895191, -73.897011, 40.640374, 40.642343, 40.640712, 40.63908, 40.637108, 40.638742, 40.640374)))",-61.904761904761905,-2.266124346310285,-24.861878453038674,-57.57575757575758
36047102000,2137,179,1675,90,56,2054,151,1791,54,58,"list(list(c(-73.887386, -73.883718, -73.885944, -73.886646, -73.890328, -73.887386, 40.640981, 40.63768, 40.636227, 40.635775, 40.63908, 40.640981)))",18.543046357615893,-6.476828587381351,66.66666666666667,-3.4482758620689653
36047110600,4583,52,3678,0,782,4599,0,3517,0,1070,"list(list(c(-73.887786, -73.884582, -73.882912, -73.881826, -73.880813, -73.882511, -73.885681, -73.886689, -73.887786, 40.657683, 40.659061, 40.659781, 40.658308, 40.656945, 40.656213, 40.65485, 40.656205, 40.657683)))",0,4.577765140744953,0,-26.91588785046729
36081004300,1912,89,860,119,709,2137,345,719,72,985,"list(list(c(-73.939145, -73.937005, -73.935414, -73.933981, -73.936791, -73.9391, -73.940862, -73.939145, 40.760802, 40.76424, 40.763497, 40.762826, 40.759883, 40.757494, 40.758111, 40.760802)))",-74.20289855072464,19.6105702364395,65.27777777777777,-28.02030456852792
36081015700,1786,521,23,423,773,1561,505,37,461,524,"list(list(c(-73.925627, -73.924157, -73.922905, -73.921659, -73.920865, -73.918998, -73.918203, -73.920062, -73.921321, -73.921619, -73.924417, -73.925627, 40.752137, 40.753961, 40.755506, 40.757051, 40.756678, 40.758974, 40.7586, 40.756303, 40.75476, 40.753028, 40.752404, 40.752137)))",3.1683168316831685,-37.83783783783784,-8.242950108459869,47.51908396946565
36047115800,2528,38,1383,38,701,2821,28,1676,0,1117,"list(list(c(-73.894556, -73.892711, -73.890878, -73.890558, -73.890165, -73.88977, -73.890694, -73.892526, -73.893446, -73.893839, -73.894231, -73.894556, 40.67077, 40.671046, 40.671318, 40.67006, 40.668524, 40.66699, 40.666852, 40.666581, 40.666446, 40.66798, 40.669519, 40.67077)))",35.714285714285715,-17.482100238663485,0,-37.24261414503133
36047116600,3172,49,1321,255,1302,2961,63,1912,17,931,"list(list(c(-73.884854, -73.883226, -73.882331, -73.880505, -73.880199, -73.879882, -73.879568, -73.883889, -73.884214, -73.884537, -73.884854, 40.676129, 40.67637, 40.676501, 40.676766, 40.675525, 40.674255, 40.672987, 40.672355, 40.673621, 40.674889, 40.676129)))",-22.22222222222222,-30.910041841004183,1400,39.849624060150376
36047117400,3716,319,551,42,2679,3837,131,614,350,2742,"list(list(c(-73.882203, -73.879075, -73.878362, -73.877867, -73.877429, -73.878379, -73.880609, -73.881168, -73.881645, -73.882203, 40.68536, 40.686882, 40.684009, 40.682039, 40.680017, 40.679742, 40.679111, 40.681354, 40.68327, 40.68536)))",143.5114503816794,-10.260586319218241,-88,-2.297592997811816
36047118400,4880,203,617,198,3596,5229,436,743,742,3009,"list(list(c(-73.872739, -73.870704, -73.869909, -73.869084, -73.867018, -73.866598, -73.866295, -73.868132, -73.869808, -73.87157, -73.872187, -73.872739, 40.68541, 40.685918, 40.686116, 40.686322, 40.68683, 40.68527, 40.683189, 40.682666, 40.682187, 40.681686, 40.683649, 40.68541)))",-53.440366972477065,-16.95827725437416,-73.31536388140162,19.508142239946825
36047120000,2735,50,1100,1004,359,2112,102,874,317,805,"list(list(c(-73.870439, -73.869776, -73.867258, -73.864554, -73.861764, -73.862074, -73.863919, -73.866668, -73.869447, -73.869752, -73.870073, -73.870387, -73.870439, 40.677218, 40.677027, 40.676113, 40.675151, 40.674233, 40.674208, 40.673942, 40.673544, 40.673143, 40.674404, 40.675671, 40.676939, 40.677218)))",-50.98039215686274,25.85812356979405,216.7192429022082,-55.40372670807454
36047054600,5214,3090,346,830,525,4434,3910,50,184,258,"list(list(c(-73.955786, -73.954587, -73.953553, -73.953046, -73.95212, -73.950265, -73.949784, -73.950706, -73.952577, -73.954796, -73.955283, -73.955786, 40.616036, 40.616169, 40.616281, 40.61362, 40.613721, 40.613924, 40.611372, 40.61125, 40.611037, 40.61082, 40.613375, 40.616036)))",-20.971867007672635,592,351.0869565217391,103.48837209302326
36081017400,2804,37,614,928,681,2716,95,1113,217,454,"list(list(c(-73.816074, -73.810669, -73.805891, -73.805031, -73.809812, -73.815216, -73.816074, 40.680007, 40.681543, 40.682897, 40.681146, 40.679793, 40.678258, 40.680007)))",-61.05263157894737,-44.83378256963162,327.64976958525347,50
36081008300,2534,651,212,324,1238,3896,1066,396,708,1578,"list(list(c(-73.931817, -73.931046, -73.929879, -73.92904, -73.924928, -73.9259, -73.927807, -73.931278, -73.930126, -73.932685, -73.931817, 40.774214, 40.773981, 40.77361, 40.775173, 40.773489, 40.772262, 40.769889, 40.771516, 40.772114, 40.7727, 40.774214)))",-38.930581613508444,-46.464646464646464,-54.23728813559322,-21.546261089987325
36081009600,3308,98,373,1364,489,3302,293,586,1307,872,"list(list(c(-73.835056, -73.83379, -73.832726, -73.832112, -73.829988, -73.828837, -73.831083, -73.833325, -73.833502, -73.834545, -73.835369, -73.835056, 40.683015, 40.683693, 40.684116, 40.684358, 40.680036, 40.677692, 40.678151, 40.678657, 40.679035, 40.681176, 40.682843, 40.683015)))",-66.55290102389078,-36.3481228668942,4.361132364192808,-43.92201834862385
36081010100,2611,1739,64,114,446,2595,1775,20,327,416,"list(list(c(-73.918618, -73.917966, -73.91582, -73.915131, -73.914445, -73.912383, -73.914548, -73.91592, -73.916607, -73.917301, -73.917985, -73.920127, -73.918618, 40.780733, 40.781256, 40.779748, 40.779261, 40.778775, 40.77731, 40.775548, 40.77652, 40.777006, 40.777471, 40.777978, 40.779489, 40.780733)))",-2.028169014084507,220,-65.13761467889908,7.211538461538462
36081010600,2998,130,250,690,674,3499,128,374,1086,700,"list(list(c(-73.828511, -73.825988, -73.825011, -73.824173, -73.822211, -73.821357, -73.822219, -73.823073, -73.823901, -73.824953, -73.825937, -73.826702, -73.82753, -73.828511, 40.689239, 40.689946, 40.687952, 40.686234, 40.682244, 40.680497, 40.680251, 40.681996, 40.68176, 40.683902, 40.685937, 40.687473, 40.687239, 40.689239)))",1.5625,-33.155080213903744,-36.46408839779006,-3.7142857142857144
36081011500,2369,1514,194,118,457,2462,1507,10,310,540,"list(list(c(-73.917077, -73.914548, -73.912383, -73.910698, -73.909617, -73.911779, -73.91431, -73.915395, -73.917077, 40.773475, 40.775548, 40.77731, 40.776132, 40.775366, 40.773595, 40.771523, 40.77229, 40.773475)))",0.46449900464499005,1840,-61.935483870967744,-15.37037037037037
36081011800,2551,170,140,1103,682,2633,336,175,898,643,"list(list(c(-73.836626, -73.834806, -73.832148, -73.8313, -73.830526, -73.833104, -73.831852, -73.832743, -73.833726, -73.835151, -73.836044, -73.836346, -73.837511, -73.836626, 40.691534, 40.692071, 40.692831, 40.693058, 40.691431, 40.690828, 40.688293, 40.688042, 40.68776, 40.690598, 40.690353, 40.688928, 40.691297, 40.691534)))",-49.404761904761905,-20,22.828507795100222,6.065318818040436
36081012602,2413,179,8,993,838,2568,219,172,378,1483,"list(list(c(-73.843442, -73.841135, -73.840351, -73.839634, -73.838385, -73.839415, -73.838679, -73.841046, -73.842342, -73.842661, -73.843442, 40.695187, 40.695284, 40.695383, 40.695535, 40.693048, 40.69275, 40.690961, 40.690284, 40.69293, 40.693573, 40.695187)))",-18.264840182648403,-95.34883720930233,162.6984126984127,-43.49291975724882
36081013500,1014,828,0,36,150,1645,1340,0,114,174,"list(list(c(-73.90024, -73.898809, -73.896648, -73.89522, -73.897371, -73.899616, -73.902476, -73.90024, 40.772151, 40.771146, 40.772914, 40.771904, 40.770125, 40.768304, 40.77032, 40.772151)))",-38.208955223880594,0,-68.42105263157895,-13.793103448275861
36081013800,3923,1381,231,1093,899,3557,1107,264,864,1227,"list(list(c(-73.829687, -73.827722, -73.827215, -73.826532, -73.826104, -73.824047, -73.822256, -73.82202, -73.819377, -73.822459, -73.823438, -73.824441, -73.828139, -73.829687, 40.709348, 40.710603, 40.709995, 40.708145, 40.707727, 40.706931, 40.705456, 40.705212, 40.703871, 40.703656, 40.703802, 40.704062, 40.707963, 40.709348)))",24.751580849141824,-12.5,26.50462962962963,-26.731866340668297
36081014400,1633,111,109,784,465,2066,38,98,957,773,"list(list(c(-73.831521, -73.827953, -73.827252, -73.82631, -73.827528, -73.825832, -73.827972, -73.830886, -73.831521, 40.70139, 40.70229, 40.700677, 40.698258, 40.697918, 40.694448, 40.693992, 40.700009, 40.70139)))",192.10526315789474,11.224489795918368,-18.0773249738767,-39.84476067270375
36081015200,2670,43,425,687,589,2980,67,538,800,503,"list(list(c(-73.81621, -73.81452, -73.815121, -73.815709, -73.816174, -73.815316, -73.813943, -73.813719, -73.811897, -73.810749, -73.810988, -73.812718, -73.81354, -73.814384, -73.815228, -73.81621, 40.692732, 40.693215, 40.69444, 40.695638, 40.696583, 40.696822, 40.697147, 40.697153, 40.693962, 40.691917, 40.691855, 40.691408, 40.691211, 40.690972, 40.690733, 40.692732)))",-35.82089552238806,-21.00371747211896,-14.125,17.09741550695825
36081001200,4596,411,43,904,2968,4533,1109,148,690,2506,"list(list(c(-73.864557, -73.862452, -73.860164, -73.858331, -73.858047, -73.85732, -73.859097, -73.860896, -73.862148, -73.863312, -73.864557, 40.69552, 40.695996, 40.696385, 40.696744, 40.695473, 40.692623, 40.692519, 40.692318, 40.69215, 40.691962, 40.69552)))",-62.93958521190262,-70.94594594594595,31.014492753623188,18.435754189944134
36081002200,2324,336,123,324,1436,1933,463,60,301,1069,"list(list(c(-73.852664, -73.851838, -73.849478, -73.848941, -73.847733, -73.849132, -73.849562, -73.851048, -73.852165, -73.852568, -73.85283, -73.852664, 40.697572, 40.697682, 40.698196, 40.697557, 40.694775, 40.694506, 40.694422, 40.694067, 40.693661, 40.694782, 40.69614, 40.697572)))",-27.429805615550755,105,7.641196013289036,34.3311506080449
36081003800,2255,299,134,598,1224,2672,367,94,647,1564,"list(list(c(-73.852801, -73.850248, -73.849369, -73.848489, -73.843003, -73.842175, -73.846151, -73.847662, -73.849422, -73.851979, -73.852801, 40.684253, 40.684977, 40.685227, 40.685475, 40.687038, 40.685354, 40.684224, 40.683794, 40.683295, 40.682564, 40.684253)))",-18.52861035422343,42.5531914893617,-7.5734157650695515,-21.73913043478261
36081033700,2784,299,0,665,1790,3413,84,0,666,2534,"list(list(c(-73.884536, -73.883607, -73.881748, -73.881386, -73.881104, -73.880719, -73.881648, -73.883507, -73.883897, -73.884176, -73.884536, 40.761414, 40.761511, 40.761705, 40.759722, 40.758171, 40.756049, 40.755952, 40.755755, 40.757877, 40.759427, 40.761414)))",255.95238095238096,0,-0.15015015015015015,-29.360694554064718
36081035300,1942,11,255,96,1410,2118,94,205,114,1609,"list(list(c(-73.876014, -73.874996, -73.875313, -73.873252, -73.872884, -73.872552, -73.872219, -73.873657, -73.875139, -73.875807, -73.876014, 40.761444, 40.761264, 40.763008, 40.762657, 40.760615, 40.758792, 40.756943, 40.756804, 40.756634, 40.760308, 40.761444)))",-88.29787234042553,24.390243902439025,-15.789473684210526,-12.367930391547546
36081018800,1302,2,863,115,173,1321,11,1084,50,149,"list(list(c(-73.805031, -73.798125, -73.796368, -73.795491, -73.794635, -73.804235, -73.805031, 40.681146, 40.683107, 40.683612, 40.68386, 40.68211, 40.679416, 40.681146)))",-81.81818181818181,-20.387453874538746,130,16.107382550335572
36081019800,2888,35,1077,827,673,2808,31,1091,329,850,"list(list(c(-73.806425, -73.803818, -73.802959, -73.802113, -73.801196, -73.800936, -73.800188, -73.798823, -73.800864, -73.803565, -73.805046, -73.805687, -73.807044, -73.806425, 40.690874, 40.69308, 40.693817, 40.694544, 40.695337, 40.694425, 40.693589, 40.69248, 40.690987, 40.690242, 40.688982, 40.689421, 40.690348, 40.690874)))",12.903225806451612,-1.2832263978001832,151.3677811550152,-20.823529411764707
36081021200,2651,111,211,372,1444,2434,174,170,510,1349,"list(list(c(-73.816477, -73.813018, -73.811905, -73.811529, -73.808874, -73.806807, -73.804442, -73.804129, -73.807742, -73.809283, -73.811474, -73.812325, -73.814194, -73.814429, -73.816477, 40.70245, 40.702495, 40.702337, 40.702273, 40.701815, 40.701776, 40.702132, 40.70146, 40.700582, 40.699974, 40.699353, 40.69911, 40.69858, 40.698335, 40.70245)))",-36.206896551724135,24.11764705882353,-27.058823529411764,7.042253521126761
36081023600,3443,354,548,1350,1155,2511,277,134,1041,918,"list(list(c(-73.808046, -73.807179, -73.805482, -73.805012, -73.804841, -73.804168, -73.803276, -73.803024, -73.802787, -73.801657, -73.805648, -73.806137, -73.806589, -73.806949, -73.807288, -73.807622, -73.808046, 40.709357, 40.709603, 40.710089, 40.709473, 40.709338, 40.708984, 40.708412, 40.70814, 40.707716, 40.705761, 40.704672, 40.705692, 40.706634, 40.707367, 40.708062, 40.708731, 40.709357)))",27.79783393501805,308.95522388059703,29.68299711815562,25.81699346405229
36081024600,0,0,0,0,0,0,0,0,0,0,"list(list(c(-73.79992, -73.797124, -73.79609, -73.793792, -73.792368, -73.791869, -73.793577, -73.795722, -73.797537, -73.799341, -73.798687, -73.802409, -73.79992, 40.702474, 40.703035, 40.703294, 40.704032, 40.702121, 40.701366, 40.699756, 40.699015, 40.698199, 40.699291, 40.699715, 40.701852, 40.702474)))",0,0,0,0
36081026000,2809,0,2125,411,185,2607,0,2085,69,453,"list(list(c(-73.798031, -73.79643, -73.795984, -73.793635, -73.79213, -73.792163, -73.791247, -73.788931, -73.792384, -73.794807, -73.794671, -73.796647, -73.798031, 40.691621, 40.692297, 40.692483, 40.693471, 40.694116, 40.69618, 40.696565, 40.693398, 40.691921, 40.690894, 40.690708, 40.68985, 40.691621)))",0,1.9184652278177459,495.6521739130435,-59.16114790286976
36081026600,1963,29,1329,305,160,2013,0,1449,115,317,"list(list(c(-73.785299, -73.781464, -73.780237, -73.777893, -73.778912, -73.779773, -73.780782, -73.783266, -73.785299, 40.692857, 40.69447, 40.692972, 40.689918, 40.689571, 40.689281, 40.69103, 40.689994, 40.692857)))",0,-8.281573498964804,165.2173913043478,-49.526813880126184
36081051600,2281,85,1543,9,458,1891,19,1626,0,238,"list(list(c(-73.750471, -73.748897, -73.746591, -73.74531, -73.744134, -73.745909, -73.745001, -73.74773, -73.74925, -73.750471, 40.70564, 40.704526, 40.705128, 40.70395, 40.702742, 40.702287, 40.700262, 40.699553, 40.702928, 40.70564)))",347.36842105263156,-5.104551045510455,0,92.43697478991596
36081052200,2286,0,1739,131,210,1887,69,1562,0,232,"list(list(c(-73.760067, -73.757406, -73.754669, -73.756442, -73.75733, -73.757633, -73.758548, -73.759455, -73.760067, 40.703141, 40.703835, 40.697747, 40.697286, 40.697053, 40.697729, 40.699758, 40.70178, 40.703141)))",-100,11.331626120358514,0,-9.482758620689655
36081054000,4194,29,2430,415,878,4346,166,3090,276,567,"list(list(c(-73.749345, -73.747017, -73.74654, -73.745646, -73.743948, -73.741073, -73.735856, -73.735539, -73.736455, -73.740847, -73.742141, -73.743345, -73.744858, -73.746818, -73.747778, -73.749345, 40.715145, 40.715608, 40.715763, 40.715956, 40.715675, 40.714852, 40.713305, 40.71186, 40.712042, 40.710632, 40.710248, 40.709986, 40.70967, 40.709132, 40.711437, 40.715145)))",-82.53012048192771,-21.359223300970875,50.36231884057971,54.85008818342152
36081036300,2173,42,401,176,1476,2342,14,570,0,1704,"list(list(c(-73.871355, -73.868255, -73.867801, -73.867463, -73.870414, -73.870747, -73.871076, -73.871355, 40.762332, 40.761806, 40.759291, 40.757442, 40.757132, 40.758983, 40.760806, 40.762332)))",200,-29.649122807017545,0,-13.380281690140846
36081036700,2492,91,620,367,1403,2710,88,1465,101,974,"list(list(c(-73.871773, -73.869846, -73.868982, -73.867492, -73.866323, -73.863496, -73.864335, -73.868255, -73.871355, -73.871773, 40.764625, 40.764827, 40.764913, 40.765688, 40.76448, 40.761558, 40.761143, 40.761806, 40.762332, 40.764625)))",3.409090909090909,-57.67918088737201,263.36633663366337,44.04517453798768
36081041300,4504,45,51,643,3765,4556,310,0,856,3174,"list(list(c(-73.864072, -73.862531, -73.86032, -73.860262, -73.85956, -73.859081, -73.858874, -73.858681, -73.859883, -73.859449, -73.861187, -73.862666, -73.863415, -73.864371, -73.864072, 40.746074, 40.746534, 40.747196, 40.747069, 40.745724, 40.744783, 40.744395, 40.744031, 40.743415, 40.743036, 40.741985, 40.74341, 40.744781, 40.745082, 40.746074)))",-85.48387096774194,0,-24.88317757009346,18.620037807183365
36085001700,1518,616,363,146,313,1510,504,260,198,494,"list(list(c(-74.085749, -74.084437, -74.083734, -74.08178, -74.080552, -74.078788, -74.078132, -74.077982, -74.079365, -74.081407, -74.083442, -74.084913, -74.085749, 40.633955, 40.635405, 40.635737, 40.636623, 40.63732, 40.638269, 40.638172, 40.637864, 40.632225, 40.630301, 40.632275, 40.63364, 40.633955)))",22.22222222222222,39.61538461538461,-26.262626262626263,-36.63967611336032
36085001100,4203,430,1439,137,1816,3092,631,1431,7,951,"list(list(c(-74.087542, -74.087206, -74.082282, -74.081927, -74.081101, -74.081473, -74.078846, -74.077899, -74.078132, -74.078788, -74.080552, -74.08178, -74.083734, -74.085879, -74.087279, -74.087542, 40.638449, 40.639896, 40.640601, 40.639871, 40.639922, 40.641512, 40.641995, 40.638094, 40.638172, 40.638269, 40.63732, 40.636623, 40.635737, 40.636692, 40.637812, 40.638449)))",-31.85419968304279,0.5590496156533893,1857.142857142857,90.95688748685595
36085013204,5090,3342,12,680,786,4748,4007,69,261,334,"list(list(c(-74.138036, -74.135749, -74.134808, -74.1317, -74.130471, -74.12942, -74.126472, -74.126971, -74.126729, -74.120052, -74.121922, -74.124276, -74.127301, -74.128117, -74.130459, -74.133184, -74.134988, -74.137431, -74.138851, -74.138036, 40.557691, 40.55885, 40.560799, 40.564536, 40.564972, 40.565721, 40.565317, 40.56457, 40.56443, 40.560394, 40.559459, 40.559592, 40.557295, 40.556535, 40.554417, 40.552344, 40.553811, 40.555818, 40.556951, 40.557691)))",-16.59595707511854,-82.6086956521739,160.53639846743295,135.32934131736528
