GEOID,total_2023,white_2023,black_2023,asian_2023,hispanic_2023,total_2013,white_2013,black_2013,asian_2013,hispanic_2013,geometry,pct_change_white,pct_change_black,pct_change_asian,pct_change_hispanic
36081048900,1670,64,27,741,792,1577,173,7,861,536,"list(list(c(-73.895956, -73.895838, -73.894685, -73.887694, -73.887253, -73.887535, -73.891369, -73.889608, -73.888566, -73.891139, -73.89175, -73.892326, -73.894996, -73.896029, -73.895956, 40.736925, 40.740453, 40.740233, 40.738905, 40.738836, 40.736763, 40.736061, 40.735939, 40.734592, 40.734513, 40.734485, 40.73447, 40.735015, 40.735018, 40.736925)))",-63.005780346820806,285.7142857142857,-13.937282229965156,47.76119402985075
36081049500,1299,616,0,109,555,1536,723,0,75,738,"list(list(c(-73.894974, -73.891658, -73.887205, -73.887241, -73.887077, -73.890175, -73.892656, -73.894113, -73.894336, -73.894678, -73.89485, -73.894974, 40.725407, 40.725674, 40.727869, 40.727402, 40.724638, 40.724947, 40.723888, 40.723214, 40.723921, 40.724999, 40.725226, 40.725407)))",-14.79944674965422,0,45.333333333333336,-24.796747967479675
36081050000,4746,162,3385,367,574,4205,144,2910,285,664,"list(list(c(-73.771736, -73.770651, -73.76944, -73.767422, -73.766051, -73.764019, -73.759222, -73.756068, -73.754037, -73.753607, -73.757182, -73.758102, -73.762549, -73.764353, -73.76826, -73.768445, -73.771151, -73.771736, 40.710313, 40.710826, 40.711977, 40.713088, 40.713282, 40.713318, 40.713473, 40.713504, 40.71388, 40.713071, 40.712213, 40.712005, 40.710916, 40.710495, 40.709526, 40.709637, 40.710212, 40.710313)))",12.5,16.323024054982817,28.771929824561404,-13.55421686746988
36081050500,1891,946,0,614,272,1556,772,36,410,338,"list(list(c(-73.877965, -73.875237, -73.871429, -73.873783, -73.874708, -73.876481, -73.877965, 40.72977, 40.730724, 40.729248, 40.72752, 40.72709, 40.728486, 40.72977)))",22.53886010362694,-100,49.75609756097561,-19.526627218934912
36081059100,4920,1793,24,332,2551,5247,2057,37,65,3031,"list(list(c(-73.913435, -73.912291, -73.911179, -73.909963, -73.908481, -73.907, -73.906257, -73.908579, -73.907836, -73.908989, -73.90973, -73.910471, -73.911952, -73.912694, -73.913435, 40.70766, 40.708782, 40.709868, 40.711057, 40.710183, 40.709306, 40.708867, 40.706598, 40.70616, 40.705032, 40.705471, 40.705908, 40.706784, 40.707223, 40.70766)))",-12.834224598930481,-35.13513513513514,410.7692307692308,-15.836357637743319
36081059300,4062,2376,57,241,1287,3756,2229,94,221,1179,"list(list(c(-73.907, -73.904053, -73.904895, -73.904772, -73.900596, -73.899855, -73.899709, -73.899356, -73.898453, -73.903652, -73.904777, -73.906257, -73.907, 40.709306, 40.711004, 40.712857, 40.712866, 40.712697, 40.711265, 40.710981, 40.710323, 40.70904, 40.707853, 40.70799, 40.708867, 40.709306)))",6.594885598923284,-39.361702127659576,9.049773755656108,9.16030534351145
36081059800,1648,42,1381,0,133,1879,14,1506,217,137,"list(list(c(-73.742327, -73.741395, -73.739227, -73.737489, -73.740136, -73.741865, -73.743593, -73.742327, 40.699526, 40.70133, 40.700743, 40.700214, 40.695139, 40.695684, 40.696215, 40.699526)))",200,-8.300132802124834,-100,-2.9197080291970803
36081061602,1081,32,650,0,300,1259,26,1012,0,167,"list(list(c(-73.733842, -73.733032, -73.731874, -73.730473, -73.729506, -73.728102, -73.727183, -73.725861, -73.72563, -73.725841, -73.726198, -73.726543, -73.727542, -73.729533, -73.730641, -73.733507, -73.735059, -73.733842, 40.675463, 40.676495, 40.677569, 40.679348, 40.680056, 40.681766, 40.683597, 40.683223, 40.679588, 40.678753, 40.677381, 40.676487, 40.67416, 40.674157, 40.673982, 40.67359, 40.67399, 40.675463)))",23.076923076923077,-35.77075098814229,0,79.64071856287426
36081062500,2545,1408,68,64,969,2342,1762,10,44,524,"list(list(c(-73.885532, -73.881232, -73.880878, -73.880288, -73.879167, -73.880498, -73.882822, -73.883747, -73.884595, -73.885549, -73.885532, 40.706446, 40.706372, 40.706193, 40.704814, 40.702076, 40.701969, 40.701778, 40.701705, 40.70379, 40.706155, 40.706446)))",-20.090805902383654,580,45.45454545454545,84.92366412213741
36081062600,2972,38,2326,160,391,3135,63,2732,18,287,"list(list(c(-73.753238, -73.751724, -73.75147, -73.75097, -73.750017, -73.748286, -73.745846, -73.743268, -73.74458, -73.745831, -73.745608, -73.749095, -73.752255, -73.753238, 40.680117, 40.682377, 40.683023, 40.684202, 40.685891, 40.685275, 40.684781, 40.68392, 40.681591, 40.679341, 40.677886, 40.678957, 40.679986, 40.680117)))",-39.682539682539684,-14.86090775988287,788.8888888888889,36.23693379790941
36081062900,3250,1508,87,352,1229,3049,2035,54,88,859,"list(list(c(-73.888862, -73.887401, -73.887002, -73.88607, -73.883747, -73.882822, -73.880498, -73.879167, -73.877335, -73.876398, -73.876228, -73.881054, -73.882697, -73.885842, -73.886767, -73.888189, -73.888727, -73.888862, 40.701276, 40.701401, 40.701432, 40.701508, 40.701705, 40.701778, 40.701969, 40.702076, 40.702222, 40.702294, 40.701727, 40.699774, 40.700718, 40.699965, 40.699826, 40.69886, 40.699603, 40.701276)))",-25.896805896805898,61.111111111111114,300,43.07334109429569
36081064101,2392,1596,9,405,289,1965,1259,12,190,472,"list(list(c(-73.854566, -73.850706, -73.84908, -73.849478, -73.851838, -73.852664, -73.852711, -73.854566, 40.700594, 40.700208, 40.698351, 40.698196, 40.697682, 40.697572, 40.698415, 40.700594)))",26.76727561556791,-25,113.15789473684211,-38.771186440677965
36081064600,3247,27,2891,52,122,2764,40,2512,0,150,"list(list(c(-73.747436, -73.746473, -73.744884, -73.736249, -73.737184, -73.737758, -73.738501, -73.74876, -73.747436, 40.674613, 40.676298, 40.675756, 40.672631, 40.67091, 40.670058, 40.669285, 40.673026, 40.674613)))",-32.5,15.087579617834395,0,-18.666666666666668
36081065600,4585,433,3580,51,314,5135,203,4556,123,253,"list(list(c(-73.737079, -73.735157, -73.736177, -73.732872, -73.729849, -73.729807, -73.728272, -73.72784, -73.727763, -73.727814, -73.727592, -73.726444, -73.724787, -73.724874, -73.726364, -73.7269, -73.729767, -73.729705, -73.729633, -73.729604, -73.728387, -73.730466, -73.732996, -73.734645, -73.736266, -73.737079, 40.660982, 40.662361, 40.663491, 40.665213, 40.665348, 40.666432, 40.66644, 40.665053, 40.663985, 40.663224, 40.661094, 40.659162, 40.654001, 40.653447, 40.654162, 40.652091, 40.652165, 
40.65359, 40.655011, 40.65569, 40.657411, 40.659819, 40.662657, 40.661795, 40.660626, 40.660982)))",113.30049261083744,-21.422300263388937,-58.53658536585366,24.110671936758894
36081066000,3666,191,2892,43,239,3628,214,2911,116,371,"list(list(c(-73.738142, -73.736266, -73.734645, -73.732996, -73.730466, -73.728387, -73.729604, -73.73191, -73.736679, -73.736591, -73.738142, 40.658154, 40.660626, 40.661795, 40.662657, 40.659819, 40.657411, 40.65569, 40.655753, 40.65587, 40.657272, 40.658154)))",-10.74766355140187,-0.6526966678117485,-62.93103448275862,-35.57951482479784
36081066501,4048,2635,34,92,1161,3415,3186,78,10,129,"list(list(c(-73.894235, -73.89213, -73.89116, -73.889664, -73.88724, -73.885641, -73.884842, -73.882435, -73.88092, -73.881307, -73.882888, -73.884835, -73.885159, -73.885473, -73.885569, -73.885318, -73.884229, -73.886662, -73.887916, -73.889534, -73.890535, -73.892838, -73.894235, 40.717924, 40.718987, 40.71946, 40.720156, 40.72128, 40.722022, 40.722392, 40.723509, 40.721603, 40.721416, 40.721319, 40.720818, 40.72048, 40.719384, 40.719097, 40.718909, 40.717524, 40.716396, 40.715806, 40.717616, 
40.718702, 40.716006, 40.717924)))",-17.29441305712492,-56.41025641025641,820,800
36081054800,2430,56,410,1289,311,2523,101,842,911,299,"list(list(c(-73.754969, -73.754087, -73.753354, -73.751912, -73.748917, -73.746662, -73.749579, -73.750259, -73.751092, -73.752334, -73.753227, -73.755771, -73.754969, 40.72416, 40.724695, 40.725144, 40.723947, 40.725764, 40.723639, 40.722014, 40.72159, 40.721007, 40.720262, 40.721284, 40.72364, 40.72416)))",-44.554455445544555,-51.30641330166271,41.49286498353458,4.013377926421405
36081055400,2683,272,272,1221,661,2617,165,571,1140,581,"list(list(c(-73.742421, -73.738402, -73.737155, -73.735455, -73.735156, -73.738567, -73.741047, -73.742225, -73.744588, -73.742421, 40.729919, 40.729012, 40.728732, 40.728346, 40.727312, 40.726358, 40.725257, 40.726366, 40.728586, 40.729919)))",64.84848484848484,-52.364273204903675,7.105263157894737,13.769363166953529
36081055700,3767,1496,114,105,1988,4090,931,48,483,2605,"list(list(c(-73.90249, -73.9002, -73.899116, -73.898369, -73.896721, -73.896271, -73.894388, -73.89384, -73.89578, -73.895585, -73.896772, -73.898382, -73.898886, -73.900503, -73.901219, -73.900102, -73.900813, -73.902953, -73.90249, 40.700484, 40.700501, 40.700511, 40.700518, 40.700617, 40.700653, 40.700784, 40.70086, 40.698511, 40.697128, 40.696799, 40.696136, 40.69539, 40.696739, 40.697171, 40.698319, 40.698742, 40.700005, 40.700484)))",60.687432867884,137.5,-78.26086956521739,-23.685220729366602
36081088400,9190,6231,591,167,2001,7397,6361,15,121,900,"list(list(c(-73.842429, -73.841174, -73.839279, -73.837242, -73.833312, -73.832705, -73.831781, -73.82987, -73.828392, -73.82641, -73.825337, -73.835664, -73.835923, -73.836813, -73.837227, -73.83763, -73.838034, -73.838554, -73.838959, -73.839725, -73.840404, -73.840818, -73.841254, -73.841652, -73.842196, -73.842266, -73.842429, 40.668784, 40.668507, 40.668202, 40.66736, 40.666759, 40.665406, 40.663674, 40.659967, 40.65603, 40.648261, 40.644248, 40.644058, 40.6455, 40.649249, 40.650916, 40.652508, 
40.654253, 40.655892, 40.657551, 40.660951, 40.660833, 40.662506, 40.664212, 40.66597, 40.668047, 40.668272, 40.668784)))",-2.043703820154064,3840,38.01652892561984,122.33333333333333
36081064102,0,0,0,0,0,126,126,0,0,0,"list(list(c(-73.869314, -73.869156, -73.86564, -73.863794, -73.863254, -73.859975, -73.858288, -73.85815, -73.858579, -73.855292, -73.855293, -73.852151, -73.853692, -73.854641, -73.854746, -73.852766, -73.851099, -73.849517, -73.84568, -73.843016, -73.839011, -73.837147, -73.838091, -73.836962, -73.83843, -73.841564, -73.842938, -73.843594, -73.845025, -73.847017, -73.84908, -73.850706, -73.854566, -73.852711, -73.852664, -73.858331, -73.860164, -73.862452, -73.864557, -73.866814, -73.868717, -73.868917, 
-73.870802, -73.869314, 40.699355, 40.702893, 40.703183, 40.703334, 40.703392, 40.703109, 40.702911, 40.702898, 40.701238, 40.701844, 40.702596, 40.702251, 40.704315, 40.70529, 40.706767, 40.707442, 40.707901, 40.708392, 40.70848, 40.709176, 40.708555, 40.707957, 40.706133, 40.704212, 40.703386, 40.701101, 40.700554, 40.700172, 40.699359, 40.698842, 40.698351, 40.700208, 40.700594, 40.698415, 40.697572, 40.696744, 40.696385, 40.695996, 40.69552, 40.695065, 40.694622, 40.69515, 40.697877, 40.699355
)))",-100,0,0,0
36081092800,3440,3249,11,67,104,3272,3192,5,0,54,"list(list(c(-73.859815, -73.854849, -73.856839, -73.859492, -73.854937, -73.85219, -73.849908, -73.848809, -73.847645, -73.8472172035115, -73.8571795712983, -73.858393, -73.85891, -73.859815, 40.574212, 40.575878, 40.579257, 40.583938, 40.585974, 40.581547, 40.577536, 40.575636, 40.573612, 40.5730242734396, 40.5695824137355, 40.571695, 40.572579, 40.574212)))",1.7857142857142858,120,0,92.5925925925926
36081068000,5489,43,4602,102,682,4948,55,4139,201,392,"list(list(c(-73.757631, -73.755262, -73.753271, -73.751759, -73.750714, -73.746086, -73.745366, -73.741178, -73.739929, -73.738559, -73.739371, -73.73955, -73.742819, -73.744875, -73.746838, -73.746927, -73.747506, -73.747824, -73.748325, -73.751753, -73.7526, -73.752115, -73.755404, -73.759106, -73.757631, 40.666451, 40.666395, 40.666401, 40.666395, 40.666427, 40.6664, 40.666404, 40.666403, 40.666401, 40.666397, 40.665452, 40.665256, 40.665306, 40.66369, 40.660752, 40.658999, 40.659156, 40.658641, 
40.658717, 40.660003, 40.660325, 40.661075, 40.662313, 40.663674, 40.666451)))",-21.818181818181817,11.18627687847306,-49.25373134328358,73.9795918367347
36081069300,3005,766,26,565,1425,2674,980,43,737,856,"list(list(c(-73.865893, -73.865487, -73.865081, -73.864479, -73.8626, -73.862188, -73.860115, -73.861161, -73.861763, -73.8641, -73.8663, -73.865893, 40.72883, 40.729472, 40.730113, 40.731089, 40.73042, 40.730276, 40.729522, 40.727893, 40.726922, 40.727382, 40.728186, 40.72883)))",-21.836734693877553,-39.53488372093023,-23.337856173677068,66.47196261682242
36081069400,4046,119,3418,69,324,2801,59,2240,57,385,"list(list(c(-73.759821, -73.759336, -73.753963, -73.748581, -73.748062, -73.74506, -73.744874, -73.743287, -73.743325, -73.746549, -73.748405, -73.751539, -73.758373, -73.760074, -73.759821, 40.659349, 40.659322, 40.658206, 40.657587, 40.657535, 40.657407, 40.656145, 40.656135, 40.652538, 40.652554, 40.652663, 40.654295, 40.6576, 40.657844, 40.659349)))",101.69491525423729,52.589285714285715,21.05263157894737,-15.844155844155845
36081070300,2253,793,6,692,496,1800,793,41,320,352,"list(list(c(-73.863018, -73.859129, -73.859223, -73.859358, -73.858522, -73.858235, -73.857772, -73.85745, -73.857298, -73.859759, -73.859632, -73.860038, -73.861834, -73.863018, 40.717708, 40.719544, 40.720296, 40.7214, 40.721529, 40.719596, 40.716456, 40.713711, 40.711465, 40.711845, 40.713598, 40.714932, 40.716593, 40.717708)))",0,-85.36585365853658,116.25,40.90909090909091
36081073700,1952,1126,30,514,184,1853,1146,9,392,203,"list(list(c(-73.845254, -73.844789, -73.843978, -73.840852, -73.839812, -73.840558, -73.841165, -73.842315, -73.843225, -73.846685, -73.845254, 40.719441, 40.720164, 40.721455, 40.720065, 40.719602, 40.718369, 40.717414, 40.715588, 40.716142, 40.717159, 40.719441)))",-1.7452006980802792,233.33333333333334,31.122448979591837,-9.35960591133005
36081073900,5288,2742,38,1290,513,5064,3165,239,873,772,"list(list(c(-73.848082, -73.843934, -73.843594, -73.842909, -73.842225, -73.84154, -73.840858, -73.840852, -73.843978, -73.846257, -73.84733, -73.846544, -73.846871, -73.848082, 40.72573, 40.726965, 40.7263, 40.724971, 40.723642, 40.722314, 40.720984, 40.720065, 40.721455, 40.722453, 40.722933, 40.723889, 40.724558, 40.72573)))",-13.364928909952607,-84.10041841004184,47.766323024054984,-33.54922279792746
36081074700,3425,646,85,1536,994,3272,999,372,1494,274,"list(list(c(-73.84837, -73.848607, -73.847214, -73.846055, -73.845909, -73.845426, -73.844957, -73.844753, -73.844347, -73.843505, -73.840327, -73.844277, -73.844617, -73.845158, -73.845765, -73.845987, -73.846325, -73.846667, -73.847008, -73.847694, -73.848047, -73.84876, -73.84837, 40.736463, 40.738105, 40.738644, 40.737099, 40.7364, 40.73495, 40.733987, 40.73362, 40.732979, 40.731814, 40.728807, 40.72763, 40.728295, 40.728901, 40.730262, 40.730955, 40.731616, 40.732283, 40.732947, 40.734277, 40.734967, 
40.736356, 40.736463)))",-35.33533533533534,-77.15053763440861,2.8112449799196786,262.77372262773724
36081101002,6069,4542,358,794,362,4571,3614,434,9,499,"list(list(c(-73.74574, -73.742318, -73.740571, -73.738358, -73.738405, -73.738463, -73.737977, -73.737421, -73.737185, -73.743237, -73.74338, -73.743591, -73.744009, -73.744146, -73.744432, -73.745405, -73.74574, 40.603403, 40.602936, 40.60488, 40.60266, 40.598187, 40.595866, 40.594543, 40.593458, 40.592965, 40.592839, 40.592847, 40.594665, 40.596034, 40.596476, 40.597427, 40.601955, 40.603403)))",25.67791920309906,-17.51152073732719,8722.222222222223,-27.45490981963928
36081079200,2869,0,1592,205,515,2180,5,1614,291,220,"list(list(c(-73.801221, -73.801255, -73.798966, -73.798218, -73.796005, -73.792438, -73.79155, -73.792174, -73.79323, -73.793934, -73.797111, -73.799083, -73.80166, -73.801221, 40.669108, 40.67126, 40.671419, 40.671327, 40.670848, 40.670328, 40.670207, 40.66704, 40.667074, 40.667001, 40.666946, 40.666546, 40.666756, 40.669108)))",-100,-1.3630731102850062,-29.553264604810998,134.0909090909091
36081081400,4545,177,1429,1129,1007,3543,100,2068,333,575,"list(list(c(-73.806789, -73.806453, -73.806197, -73.803597, -73.801793, -73.801393, -73.801255, -73.801221, -73.80166, -73.804491, -73.805452, -73.807143, -73.806789, 40.669244, 40.670729, 40.674784, 40.674551, 40.674394, 40.673117, 40.67126, 40.669108, 40.666756, 40.666862, 40.666896, 40.667669, 40.669244)))",77,-30.899419729206965,239.03903903903904,75.1304347826087
36081081800,3788,94,1187,1278,582,4199,84,1671,785,1061,"list(list(c(-73.812633, -73.812068, -73.811154, -73.809782, -73.808536, -73.806197, -73.806453, -73.806789, -73.807143, -73.805452, -73.812417, -73.813198, -73.812633, 40.669052, 40.670866, 40.670705, 40.675108, 40.674996, 40.674784, 40.670729, 40.669244, 40.667669, 40.666896, 40.667111, 40.667253, 40.669052)))",11.904761904761905,-28.964691801316576,62.802547770700635,-45.146088595664466
36081085500,6143,455,144,4566,894,6543,402,97,4183,1665,"list(list(c(-73.826541, -73.824422, -73.822072, -73.821767, -73.821558, -73.821164, -73.820758, -73.823213, -73.825185, -73.826211, -73.826541, 40.760464, 40.760994, 40.761625, 40.76098, 40.760534, 40.759686, 40.758842, 40.75818, 40.757649, 40.759828, 40.760464)))",13.18407960199005,48.45360824742268,9.156108056418837,-46.306306306306304
36081130100,4111,691,844,1333,895,4301,1454,508,1464,609,"list(list(c(-73.746738, -73.743065, -73.741676, -73.737701, -73.733773, -73.734362, -73.734736, -73.735265, -73.736192, -73.736317, -73.736481, -73.737155, -73.738402, -73.742421, -73.743764, -73.745556, -73.746674, -73.746738, 40.732583, 40.735465, 40.736827, 40.737686, 40.738899, 40.736175, 40.734783, 40.733454, 40.731366, 40.731043, 40.730657, 40.728732, 40.729012, 40.729919, 40.730227, 40.730637, 40.731953, 40.732583)))",-52.47592847317744,66.14173228346456,-8.948087431693988,46.96223316912972
36081134100,2709,693,135,1697,161,3395,999,57,1988,290,"list(list(c(-73.796302, -73.792916, -73.786713, -73.786574, -73.788367, -73.788453, -73.786499, -73.788209, -73.793525, -73.79397, -73.794278, -73.794596, -73.794586, -73.795125, -73.796302, 40.738333, 40.739217, 40.740911, 40.740611, 40.740119, 40.736095, 40.731972, 40.731363, 40.730054, 40.732307, 40.732696, 40.734544, 40.735052, 40.736411, 40.738333)))",-30.63063063063063,136.8421052631579,-14.637826961770624,-44.48275862068966
36081138501,4297,1040,0,2314,704,4374,1243,0,2710,400,"list(list(c(-73.762395, -73.758001, -73.75585, -73.752303, -73.750048, -73.747111, -73.747741, -73.747099, -73.746808, -73.748715, -73.75033, -73.750368, -73.752312, -73.756866, -73.75699, -73.757377, -73.757827, -73.75944, -73.759931, -73.760802, -73.761927, -73.761997, -73.762395, 40.759497, 40.76038, 40.757765, 40.759455, 40.758405, 40.754173, 40.75385, 40.752347, 40.752028, 40.751073, 40.750661, 40.750777, 40.750459, 40.749361, 40.749575, 40.750228, 40.750758, 40.752403, 40.752745, 40.754548, 
40.755773, 40.758102, 40.759497)))",-16.331456154465005,0,-14.612546125461254,76
36005016000,4063,2307,38,330,1249,4385,3404,23,119,762,"list(list(c(-73.822477, -73.819775, -73.818046, -73.8157638669047, -73.8154869025739, -73.8152738478954, -73.815205, -73.8142584810947, -73.812869, -73.814172, -73.8137613515651, -73.814383, -73.817337, -73.818322, -73.819884, -73.821482, -73.823816, -73.822477, 40.834495, 40.835133, 40.835543, 40.8359065796256, 40.8335121361425, 40.8316702116433, 40.831075, 40.8297111375705, 40.827709, 40.825911, 40.8254739527371, 40.824841, 40.828318, 40.827835, 40.829688, 40.831573, 40.83433, 40.834495)))",-32.226792009400704,65.21739130434783,177.3109243697479,63.91076115485564
36005037300,6511,52,2008,0,4202,5183,87,1358,70,3596,"list(list(c(-73.893374, -73.892421, -73.890936, -73.8899, -73.889332, -73.889879, -73.888953, -73.888032, -73.887518, -73.886436, -73.888155, -73.888837, -73.889965, -73.891125, -73.892901, -73.893374, 40.846401, 40.848003, 40.850477, 40.849869, 40.850832, 40.85207, 40.851441, 40.850997, 40.850949, 40.850309, 40.848929, 40.848134, 40.846793, 40.84541, 40.846269, 40.846401)))",-40.229885057471265,47.864506627393226,-100,16.85205784204672
36005002500,5460,433,1133,0,3835,5108,102,684,248,4074,"list(list(c(-73.923837, -73.923375, -73.922886, -73.920046, -73.919224, -73.917479, -73.917964, -73.918819, -73.920615, -73.924265, -73.923837, 40.807809, 40.808432, 40.809106, 40.807907, 40.807558, 40.806823, 40.806116, 40.804905, 40.805651, 40.807175, 40.807809)))",324.5098039215686,65.64327485380117,-100,-5.86647029945999
36005016600,2387,521,327,126,1300,2249,1018,60,209,917,"list(list(c(-73.8363, -73.833607, -73.83191, -73.828189, -73.825294, -73.827005, -73.828584, -73.831106, -73.835336, -73.8363, 40.828369, 40.829582, 40.830645, 40.832951, 40.829689, 40.828835, 40.828061, 40.826819, 40.828192, 40.828369)))",-48.82121807465619,445,-39.71291866028708,41.76663031624864
36005013100,5210,130,1633,0,3348,5064,39,1705,73,3192,"list(list(c(-73.900935, -73.898205, -73.895603, -73.895292, -73.894836, -73.894871, -73.895847, -73.896861, -73.898874, -73.899799, -73.901176, -73.900541, -73.901651, -73.900935, 40.827928, 40.827889, 40.828316, 40.828143, 40.82624, 40.823937, 40.823892, 40.823848, 40.82385, 40.824058, 40.824389, 40.825944, 40.826217, 40.827928)))",233.33333333333334,-4.222873900293255,-100,4.887218045112782
36005008700,6299,59,1384,0,4849,6278,154,1307,0,4817,"list(list(c(-73.901602, -73.89986, -73.898985, -73.897864, -73.896878, -73.895861, -73.895881, -73.893874, -73.892836, -73.894931, -73.897045, -73.897786, -73.899285, -73.900023, -73.901668, -73.901602, 40.819695, 40.820563, 40.821038, 40.821598, 40.822118, 40.822631, 40.820992, 40.820979, 40.820974, 40.818847, 40.816802, 40.817246, 40.818147, 40.818595, 40.819534, 40.819695)))",-61.688311688311686,5.891354246365723,0,0.6643138883122275
36081043400,1861,104,1202,177,257,1685,27,1191,250,92,"list(list(c(-73.782771, -73.78072, -73.773957, -73.77487, -73.776226, -73.776598, -73.777836, -73.779441, -73.780237, -73.781464, -73.78211, -73.782771, 40.695995, 40.696871, 40.699806, 40.698418, 40.696607, 40.695969, 40.694321, 40.693645, 40.692972, 40.69447, 40.695237, 40.695995)))",285.18518518518516,0.9235936188077246,-29.2,179.34782608695653
36081044000,3734,35,1863,480,1082,4038,0,2712,194,593,"list(list(c(-73.791156, -73.789664, -73.78598, -73.784849, -73.78442, -73.782566, -73.780345, -73.777842, -73.781656, -73.7832, -73.788387, -73.789539, -73.790498, -73.791156, 40.702294, 40.70304, 40.704187, 40.704586, 40.704762, 40.705425, 40.705412, 40.703217, 40.702598, 40.700699, 40.69972, 40.700822, 40.701791, 40.702294)))",0,-31.305309734513273,147.42268041237114,82.46205733558179
36081045200,993,119,111,578,157,1071,318,189,329,185,"list(list(c(-73.803178, -73.801922, -73.798096, -73.798055, -73.797963, -73.7965, -73.798335, -73.797807, -73.798701, -73.799272, -73.800394, -73.801228, -73.802111, -73.802544, -73.803159, -73.803178, 40.716351, 40.71655, 40.717543, 40.717431, 40.717162, 40.713554, 40.712908, 40.710982, 40.710663, 40.711376, 40.712941, 40.714223, 40.713926, 40.714611, 40.716277, 40.716351)))",-62.57861635220126,-41.26984126984127,75.6838905775076,-15.135135135135135
36081045700,3499,191,14,1833,1365,3345,369,13,2059,867,"list(list(c(-73.873567, -73.87094, -73.86872, -73.86704, -73.86648, -73.866095, -73.867834, -73.868228, -73.870094, -73.872101, -73.872656, -73.872772, -73.873567, 40.738117, 40.738703, 40.739199, 40.739572, 40.738211, 40.737251, 40.736913, 40.736849, 40.736522, 40.735994, 40.735743, 40.736046, 40.738117)))",-48.23848238482385,7.6923076923076925,-10.976202039825157,57.43944636678201
36081046000,5703,257,1045,2033,1691,6081,94,969,2277,2208,"list(list(c(-73.797314, -73.794731, -73.793038, -73.792029, -73.791144, -73.78975, -73.790796, -73.792526, -73.794895, -73.796317, -73.797314, 40.70927, 40.710012, 40.710711, 40.711069, 40.709566, 40.707171, 40.70687, 40.70636, 40.705461, 40.707723, 40.70927)))",173.40425531914894,7.8431372549019605,-10.715854194115064,-23.41485507246377
36081046300,4116,50,147,1228,2548,3486,19,0,1392,1968,"list(list(c(-73.874658, -73.874226, -73.873305, -73.872384, -73.871946, -73.871918, -73.871363, -73.870127, -73.869288, -73.868086, -73.86791, -73.867491, -73.870593, -73.87142, -73.873485, -73.874505, -73.874658, 40.743268, 40.743955, 40.745151, 40.746347, 40.746908, 40.746782, 40.744271, 40.744991, 40.745242, 40.745601, 40.744934, 40.743302, 40.742379, 40.742412, 40.742501, 40.743311, 40.743268)))",163.1578947368421,0,-11.781609195402298,29.471544715447155
36081046700,7445,324,99,1513,5447,6355,232,68,1936,4087,"list(list(c(-73.878242, -73.877683, -73.877211, -73.876282, -73.875362, -73.874896, -73.874442, -73.873978, -73.873303, -73.872774, -73.872373, -73.871964, -73.871946, -73.872384, -73.873305, -73.874226, -73.874658, -73.87676, -73.878479, -73.878242, 40.742397, 40.743061, 40.743661, 40.744869, 40.746066, 40.74667, 40.747262, 40.747865, 40.748758, 40.748813, 40.748852, 40.746984, 40.746908, 40.746347, 40.745151, 40.743955, 40.743268, 40.742646, 40.742151, 40.742397)))",39.6551724137931,45.588235294117645,-21.84917355371901,33.27624174210913
36005008300,6588,31,819,0,5642,5752,39,1379,0,4251,"list(list(c(-73.904183, -73.903804, -73.90347, -73.90301, -73.902579, -73.900721, -73.900922, -73.900506, -73.90012, -73.899728, -73.899341, -73.898448, -73.903074, -73.903417, -73.90418, -73.904466, -73.904183, 40.813087, 40.814132, 40.815075, 40.816318, 40.81737, 40.816764, 40.816724, 40.815879, 40.815084, 40.81429, 40.813489, 40.813177, 40.80988, 40.811507, 40.812125, 40.812282, 40.813087)))",-20.512820512820515,-40.609137055837564,0,32.7217125382263
36005021800,6041,172,753,276,4533,5905,82,1573,388,3646,"list(list(c(-73.873843, -73.873824, -73.873659, -73.872843, -73.8727, -73.871206, -73.870261, -73.869426, -73.869326, -73.869208, -73.867406, -73.867248, -73.866682, -73.866385, -73.865472, -73.865074, -73.865979, -73.866806, -73.869033, -73.869994, -73.871102, -73.873799, -73.873943, -73.873843, 40.836327, 40.836399, 40.836905, 40.839758, 40.839752, 40.839675, 40.839594, 40.839517, 40.839574, 40.8396, 40.840305, 40.840344, 40.839236, 40.837587, 40.837676, 40.835342, 40.835205, 40.834837, 40.835486, 
40.83565, 40.835755, 40.835968, 40.83598, 40.836327)))",109.7560975609756,-52.129688493324856,-28.8659793814433,24.32803071859572
36005006500,5182,242,1355,69,3514,5734,358,1890,80,3325,"list(list(c(-73.925185, -73.924025, -73.922652, -73.921948, -73.920665, -73.921478, -73.922118, -73.918899, -73.917119, -73.915991, -73.917625, -73.920482, -73.923093, -73.924, -73.926627, -73.925185, 40.818013, 40.819285, 40.820494, 40.821032, 40.821837, 40.8202, 40.818796, 40.817967, 40.817512, 40.817211, 40.816055, 40.814564, 40.816698, 40.815439, 40.816119, 40.818013)))",-32.402234636871505,-28.306878306878307,-13.75,5.684210526315789
